ticker,exchange_suffix,name,sector,isin,euronext_symbol,mic,market,source,n_days,first_trade_date,last_trade_date,alive_at_period_end,inferred_delisted_before_period_end,status
KLBSP.PA,.PA,KLARSEN BSA P,,FR0014013TC3,KLBSP,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
KMAR.OL,.OL,KONGSBERG MARITIME,,NO0013697029,KMAR,XOSL,Oslo Børs,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
LIFES.OL,.OL,LIFECARE TR2,,NO0013709204,LIFES,XOSL,Oslo Børs,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
LKFT.AS,.AS,LAKEFRONT BIOTHER.,,BE0003818359,LKFT,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MASBS.PA,.PA,MASTRAD BS29,,FR0013472446,MASBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MDTBS.PA,.PA,MEDIAN TECH BSA,,FR0014011D04,MDTBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MKTBS.PA,.PA,MAUNA KEA BSA,,FR00140140W9,MKTBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLADE.BR,.BR,ADEC INNOVATIONS,,NL0015002K91,MLADE,XBRU,Euronext Brussels,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLARE.PA,.PA,AREF THALASSA,,ES0105661005,MLARE,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLARI.PA,.PA,ARIMELIA ITG,,ES0105601001,MLARI,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLARR.LS,.LS,ARRABIDASHOPPING,,PTCAP0AM0017,MLARR,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLASO.PA,.PA,APODACA INVERSIONE,,ES0105658001,MLASO,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLAST.PA,.PA,ASTICKSO XXI,,ES0105708004,MLAST,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLBAR.PA,.PA,BARINGS CORE SPAIN,,ES0105362000,MLBAR,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLBIM.PA,.PA,BIMMART INVESTMENT,,ES0106008008,MLBIM,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLCAN.PA,.PA,EUROLOG CANOLA,,ES0105586004,MLCAN,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLCIA.LS,.LS,CIAGEST - SIGI S.A,,PTIAG0AM0005,MLCIA,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLCOE.PA,.PA,CORE SPAIN HOLDCO,,ES0105660007,MLCOE,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLECE.PA,.PA,FAIFEY INVEST,,ES0105553004,MLECE,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLESV.PA,.PA,ES VEDRA,,ES0105964003,MLESV,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLGL.PA,.PA,GLASS TO POWER,,IT0005613739,MLGL,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLGNS.PA,.PA,GENESIS,,ES0105807004,MLGNS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLGSH.LS,.LS,GAIASHOPPING - SIC,,PTGHP0AM0005,MLGSH,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLHAY.PA,.PA,HEALTHCARE ACTIVOS,,ES0105498002,MLHAY,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLIME.PA,.PA,IMEON ENERGY,,FR001400QW73,MLIME,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLINM.PA,.PA,INMARK,,ES0105511002,MLINM,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLIPO.PA,.PA,IPOSA PROPERTIES,,ES0105417002,MLIPO,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLISP.PA,.PA,INMOSUPA,,ES0105473005,MLISP,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLJDL.PA,.PA,RES GESTAE SOCIMI,,ES0105550000,MLJDL,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLMAC.LS,.LS,MACC1X1 SOCIMI,,ES0105665006,MLMAC,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLMED.PA,.PA,MEDITERRANEAN REIT,,ES0105977005,MLMED,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLMIV.PA,.PA,MERIDIA RE IV,,ES0105559001,MLMIV,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLMR.LS,.LS,MONUMENTAL RES,,PTMNN0AE0006,MLMR,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLNDG.PA,.PA,GLOBAL PIELAGO,,ES0105537007,MLNDG,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLOKP.PA,.PA,OK PROPERTIES,,ES0105698007,MLOKP,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLORB.PA,.PA,ORBIS PROPERTIES,,ES0105490009,MLORB,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLRSR.LS,.LS,RSR SINGULAR,,ES0105505004,MLRSR,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLSAG.PA,.PA,SAGAX REAL ESTATE,,ES0105651006,MLSAG,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLSJA.PA,.PA,SAJA REAL ESTATE,,ES0105910006,MLSJA,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLSPI.PA,.PA,STUDENT PROPERTY,,ES0105851002,MLSPI,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLURC.PA,.PA,URCOLESA,,ES0105748000,MLURC,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLVDN.LS,.LS,VILA DOS NUMEROS,,PTVUO0AM0000,MLVDN,XLIS,Euronext Lisbon,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLVIC.PA,.PA,VICSO,,ES0105962007,MLVIC,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLVRE.PA,.PA,VANDOR REAL ESTATE,,ES0105623005,MLVRE,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
MLVRF.PA,.PA,VREF SEVILLE,,ES0105492005,MLVRF,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
NAIW.AS,.AS,NAI WARRANTS,,NL0015000CH0,NAIW,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
NICBS.PA,.PA,NICOX BSA,,FR001400QEQ3,NICBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
ONEBS.PA,.PA,ONE EXP BSA 2025 2,,FR00140126G1,ONEBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
ONWD.AS,.AS,ONWARD MEDICAL,,NL0015000HT4,ONWD,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
PATBS.PA,.PA,PLANT ADVANCED BS,,FR0011844067,PATBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
PLGC.OL,.OL,PELAGIC CREDIT,,CY0201332216,PLGC,XOSL,Oslo Børs,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
POMRY.BR,.BR,MAISON POMMERY,,FR0000062796,POMRY,XBRU,Euronext Brussels,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
PPLA.AS,.AS,PPLA European Unit,,US69355L1098,PPLA,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
PPLAA.AS,.AS,PPLA CLASS A,,BMG7209L1000,PPLAA,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
PPLAB.AS,.AS,PPLA CLASS B,,BMG7209L1182,PPLAB,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
PRXD.MI,.MI,Praexidia,,IT0005687469,PRXD,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
QEVW.AS,.AS,QEV WARRANTS,,NL0015000NK1,QEVW,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
RET.AS,.AS,RETAIL ESTATES,,BE0003720340,RET,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
SENUS.IR,.IR,SENUS,,IE000O0F49R3,SENUS,XESM,Euronext Dublin,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
SGONV.PA,.PA,SAINT GOBAIN NV26,,FR0014013KX8,SGONV,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
SIGBS.PA,.PA,GENSIGHT BSA,,FR0014010IB4,SIGBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
SMLBS.PA,.PA,SMALTO BSA,,FR0010649228,SMLBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
SWICH.AS,.AS,SWI CAPITAL,,SGXPZ11CH7U7,SWICH,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
TBSO.PA,.PA,TBSO,,FR0000063307,TBSO,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
TDBS.PA,.PA,TONNER DRONES BSA,,FR001400RIB4,TDBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
TDBS2.PA,.PA,TD BSA 2025-2,,FR0014012OE2,TDBS2,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
TDBS3.PA,.PA,TD BSA 2025-3,,FR0014012ZX8,TDBS3,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
VACBS.PA,.PA,PIERRE VAC BSA ACT,,FR001400B4H9,VACBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
VACBT.PA,.PA,PIERRE VAC BSA CRE,,FR001400B4G1,VACBT,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
VASTB.AS,.AS,VASTNED,,BE0003754687,VASTB,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
VAZBS.PA,.PA,VAZIVA BSA,,FR0014014OK5,VAZBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
VKBS.PA,.PA,VALLOUREC BSA 21,,FR00140030K7,VKBS,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WAAT26.MI,.MI,W AATECH 23-26,,IT0005550501,WAAT26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WABC29.MI,.MI,W ABC COMP 22-29,,IT0005515363,WABC29,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WABTG.MI,.MI,W ALFIO BARD 17-27,,IT0005245607,WABTG,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WACQ26.MI,.MI,W ACQUAZZUR 21-26,,IT0005443087,WACQ26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WAMB26.MI,.MI,W AMBROMOBIL 20-26,,IT0005425092,WAMB26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WAMI28.MI,.MI,WARR FRIENDS 26-28,,IT0005707846,WAMI28,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WART28.MI,.MI,W DEOD GALLE 23-28,,IT0005528929,WART28,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WDEA27.MI,.MI,W ADRIATICA 24-27,,IT0005600231,WDEA27,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WDHH28.MI,.MI,WARR DHH 25-28,,IT0005645541,WDHH28,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WDIT27.MI,.MI,WDESTINATION 24-27,,IT0005630220,WDIT27,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WDP.AS,.AS,WDP,,BE0974349814,WDP,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WEGB26.MI,.MI,WARR E-GLOBE 23-26,,IT0005557472,WEGB26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WEXE26.MI,.MI,WARR EXECUS 23-26,,IT0005557498,WEXE26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WFCT26.MI,.MI,WFINCANTIERI 24-26,,IT0005599862,WFCT26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WFTC26.MI,.MI,W FIN TECH 21-26,,IT0005475147,WFTC26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WGAIN.MI,.MI,WARR GAIN360 25-28,,IT0005672602,WGAIN,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WGEO26.MI,.MI,WARR GEOX 25-26,,IT0005644809,WGEO26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WGIS26.MI,.MI,W GISMONDI 19-26,,IT0005391104,WGIS26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WGML27.MI,.MI,W G.M. LEATH 22-27,,IT0005498602,WGML27,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WGT27.MI,.MI,W GT TALENT 24-27,,IT0005607541,WGT27,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WHIK26.MI,.MI,W HAIKI+ 25-26,,IT0005628760,WHIK26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WHLX26.MI,.MI,W HELYX 21-26,,IT0005453789,WHLX26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WINC26.MI,.MI,W INNOVATEC 23-26,,IT0005568305,WINC26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WIVN26.MI,.MI,W IVISION 23-26,,IT0005554776,WIVN26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WLS26.MI,.MI,W LEMON 23-26,,IT0005573305,WLS26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WMARK.MI,.MI,W MARKBASS 25-27,,IT0005670929,WMARK,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WNUS26.MI,.MI,W NUSCO 21-26,,IT0005453086,WNUS26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WPOZ27.MI,.MI,W POZZI MI 22-2027,,IT0005499923,WPOZ27,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WPSQ26.MI,.MI,WPASQUARELLI 23-26,,IT0005546301,WPSQ26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WRPTN.MI,.MI,W RINOPETINO 25-28,,IT0005664195,WRPTN,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WSBCA.MI,.MI,W SICILY BY CAR A,,IT0005556532,WSBCA,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WSBCB.MI,.MI,W SICILY BY CAR B,,IT0005556599,WSBCB,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WSBCC.MI,.MI,W SICILY BY CAR C,,IT0005556607,WSBCC,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WSGC28.MI,.MI,W SG COMPANY 18-28,,IT0005347593,WSGC28,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WSGC31.MI,.MI,W SG COMPANY 26-31,,IT0005689929,WSGC31,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WSMN26.MI,.MI,WARR SIMONE 23-26,,IT0005573172,WSMN26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WSOGES.MI,.MI,W SOGES 2024-2027,,IT0005597551,WSOGES,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WSOS26.MI,.MI,W SOST.COM 21-26,,IT0005446718,WSOS26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WTLM28.MI,.MI,WARR TELMES 25-28,,IT0005683781,WTLM28,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WTWL26.MI,.MI,W TRAWELL CO 21-26,,IT0005446726,WTWL26,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
WVNXT.MI,.MI,W VINEXT 25-28,,IT0005652422,WVNXT,MTAA,Euronext Milan,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
YOUNI.PA,.PA,YOUNITED FINANCIAL,,LU2999653251,YOUNI,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
YOUNW.PA,.PA,YOUNITED FIN. WARR,,LU2999660207,YOUNW,XPAR,Euronext Paris,euronext_current_directory_csv_export,0,,,False,False,no_or_insufficient_yahoo_history
2020.OL,.OL,2020 BULKERS,,BMG9156K1018,2020,XOSL,Oslo Børs,euronext_current_directory_csv_export,1627,2019-07-12,2025-12-30,True,False,ok
5PG.OL,.OL,5TH PLANET GAMES,,DK0060945467,5PG,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
74SW.PA,.PA,74SOFTWARE,,FR0011040500,74SW,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
8GW.IR,.IR,GREAT WESTERN MIN.,,IE000T78CHJ8,8GW,XESM,Euronext Dublin,euronext_current_directory_csv_export,1782,2019-01-02,2025-12-31,True,False,ok
A2A.MI,.MI,A2A,,IT0001233417,A2A,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
A5G.IR,.IR,AIB GROUP PLC,,IE00BF0L3536,A5G,XESM,Euronext Dublin,euronext_current_directory_csv_export,1782,2019-01-02,2025-12-31,True,False,ok
AAA.PA,.PA,ALAN ALLMAN,,FR0000062465,AAA,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
AALB.AS,.AS,AALBERTS NV,,NL0000852564,AALB,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
AASB.OL,.OL,AASEN SPAREBANK,,NO0010672181,AASB,XOSL,Oslo Børs,euronext_current_directory_csv_export,1756,2019-01-02,2025-12-30,True,False,ok
AAT.MI,.MI,AATECH,,IT0005548521,AAT,MTAA,Euronext Milan,euronext_current_directory_csv_export,627,2023-07-03,2025-12-30,True,False,ok
AB.PA,.PA,AB SCIENCE,,FR0010557264,AB,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ABC.MI,.MI,ABC COMPANY,,IT0005466294,ABC,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
ABCA.PA,.PA,ABC ARBITRAGE,,FR0004040608,ABCA,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ABEO.PA,.PA,ABEO,,FR0013185857,ABEO,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ABG.OL,.OL,ABG SUNDAL COLLIER,,NO0003021909,ABG,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
ABI.BR,.BR,AB INBEV,,BE0974293251,ABI,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
ABL.OL,.OL,ABL GROUP,,NO0010715394,ABL,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
ABLD.PA,.PA,ABL Diagnostics,,FR001400AHX6,ABLD,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ABN.AS,.AS,ABN AMRO BANK N.V.,,NL0011540547,ABN,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
ABNX.PA,.PA,ABIONYX PHARMA,,FR0012616852,ABNX,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ABO.BR,.BR,ABO GROUP,,BE0974278104,ABO,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
ABP.MI,.MI,A.B.P. NOCIVELLI,,IT0005439861,ABP,MTAA,Euronext Milan,euronext_current_directory_csv_export,1210,2021-03-30,2025-12-30,True,False,ok
ABS.OL,.OL,ARCTIC BIOSCIENCE,,NO0010859580,ABS,XOSL,Oslo Børs,euronext_current_directory_csv_export,1219,2021-02-24,2025-12-30,True,False,ok
ABT.MI,.MI,ABITARE IN,,IT0005445280,ABT,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
ABTEC.OL,.OL,AQUA BIO TECHNO,,NO0013735894,ABTEC,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
ABTG.MI,.MI,ALFIO BARDOLLA,,IT0005244030,ABTG,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
ABVX.PA,.PA,ABIVAX,,FR0012333284,ABVX,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
AC.PA,.PA,ACCOR,,FR0000120404,AC,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
AC5.MI,.MI,ACINQUE,,IT0001382024,AC5,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
ACA.PA,.PA,CREDIT AGRICOLE,,FR0000045072,ACA,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ACAN.PA,.PA,ACANTHE DEV.,,FR0000064602,ACAN,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ACCB.BR,.BR,ACCENTIS,,BE0003696102,ACCB,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
ACE.MI,.MI,ACEA,,IT0001207098,ACE,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
ACED.OL,.OL,ACE DIGITAL,,NO0013531616,ACED,XOSL,Oslo Børs,euronext_current_directory_csv_export,63,2025-09-30,2025-12-30,True,False,ok
ACKB.BR,.BR,ACKERMANS V.HAAREN,,BE0003764785,ACKB,XBRU,Euronext Brussels,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
ACOMO.AS,.AS,ACOMO,,NL0000313286,ACOMO,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
ACQ.MI,.MI,ACQUAZZURRA,,IT0005443061,ACQ,MTAA,Euronext Milan,euronext_current_directory_csv_export,1176,2021-05-19,2025-12-30,True,False,ok
ACR.OL,.OL,AXACTOR,,NO0010840515,ACR,XOSL,Oslo Børs,euronext_current_directory_csv_export,1757,2019-01-02,2025-12-30,True,False,ok
AD.AS,.AS,AHOLD DEL,,NL0011794037,AD,XAMS,Euronext Amsterdam,euronext_current_directory_csv_export,1793,2019-01-02,2025-12-31,True,False,ok
ADB.MI,.MI,AEROPORTO G. M. BO,,IT0001006128,ADB,MTAA,Euronext Milan,euronext_current_directory_csv_export,1778,2019-01-02,2025-12-30,True,False,ok
ADOC.PA,.PA,ADOCIA,,FR0011184241,ADOC,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
ADP.PA,.PA,ADP,,FR0010340141,ADP,XPAR,Euronext Paris,euronext_current_directory_csv_export,1794,2019-01-02,2025-12-31,True,False,ok
